,Cont,Pick,Type,Mass,Cont Type,HI
42,35130.0,1.0,PH,1 Tomato,Uniform,136068.0
43,0.0,1.0,PH,1 Tomato,Uniform,136068.0
44,0.0,1.0,PH,1 Tomato,Uniform,136068.0
45,0.0,1.0,PH,1 Tomato,Uniform,136068.0
46,0.0,1.0,PH,1 Tomato,Uniform,136068.0
47,0.0,1.0,PH,1 Tomato,Uniform,136068.0
48,0.0,1.0,PH,1 Tomato,Uniform,136068.0
49,0.0,1.0,PH,1 Tomato,Uniform,136068.0
0,0.0,2.0,PH,1 Tomato,Uniform,136068.0
1,31405.0,2.0,PH,1 Tomato,Uniform,136068.0
2,0.0,2.0,PH,1 Tomato,Uniform,136068.0
3,52466.0,2.0,PH,1 Tomato,Uniform,136068.0
4,1612.0,2.0,PH,1 Tomato,Uniform,136068.0
5,1671.0,2.0,PH,1 Tomato,Uniform,136068.0
6,0.0,2.0,PH,1 Tomato,Uniform,136068.0
7,0.0,2.0,PH,1 Tomato,Uniform,136068.0
8,5288.0,2.0,PH,1 Tomato,Uniform,136068.0
9,2125.0,2.0,PH,1 Tomato,Uniform,136068.0
10,0.0,2.0,PH,1 Tomato,Uniform,136068.0
11,0.0,2.0,PH,1 Tomato,Uniform,136068.0
12,1580.0,2.0,PH,1 Tomato,Uniform,136068.0
13,0.0,2.0,PH,1 Tomato,Uniform,136068.0
14,258.0,2.0,PH,1 Tomato,Uniform,136068.0
15,0.0,2.0,PH,1 Tomato,Uniform,136068.0
16,2121.0,2.0,PH,1 Tomato,Uniform,136068.0
17,0.0,2.0,PH,1 Tomato,Uniform,136068.0
18,0.0,2.0,PH,1 Tomato,Uniform,136068.0
19,88.0,2.0,PH,1 Tomato,Uniform,136068.0
20,40568.0,2.0,PH,1 Tomato,Uniform,136068.0
21,24723.0,2.0,PH,1 Tomato,Uniform,136068.0
22,0.0,2.0,PH,1 Tomato,Uniform,136068.0
23,0.0,2.0,PH,1 Tomato,Uniform,136068.0
24,0.0,2.0,PH,1 Tomato,Uniform,136068.0
25,2117.0,2.0,PH,1 Tomato,Uniform,136068.0
26,0.0,2.0,PH,1 Tomato,Uniform,136068.0
27,0.0,2.0,PH,1 Tomato,Uniform,136068.0
28,209.0,2.0,PH,1 Tomato,Uniform,136068.0
29,236.0,2.0,PH,1 Tomato,Uniform,136068.0
30,0.0,2.0,PH,1 Tomato,Uniform,136068.0
31,0.0,2.0,PH,1 Tomato,Uniform,136068.0
32,0.0,2.0,PH,1 Tomato,Uniform,136068.0
33,574.0,2.0,PH,1 Tomato,Uniform,136068.0
34,165.0,2.0,PH,1 Tomato,Uniform,136068.0
35,0.0,2.0,PH,1 Tomato,Uniform,136068.0
36,115.0,2.0,PH,1 Tomato,Uniform,136068.0
37,0.0,2.0,PH,1 Tomato,Uniform,136068.0
38,786.0,2.0,PH,1 Tomato,Uniform,136068.0
39,0.0,2.0,PH,1 Tomato,Uniform,136068.0
40,0.0,2.0,PH,1 Tomato,Uniform,136068.0
41,0.0,2.0,PH,1 Tomato,Uniform,136068.0
42,1022.0,2.0,PH,1 Tomato,Uniform,136068.0
43,8672.0,2.0,PH,1 Tomato,Uniform,136068.0
44,52669.0,2.0,PH,1 Tomato,Uniform,136068.0
45,31366.0,2.0,PH,1 Tomato,Uniform,136068.0
46,0.0,2.0,PH,1 Tomato,Uniform,136068.0
47,0.0,2.0,PH,1 Tomato,Uniform,136068.0
48,0.0,2.0,PH,1 Tomato,Uniform,136068.0
49,18929.0,2.0,PH,1 Tomato,Uniform,136068.0
0,0.0,3.0,PH,1 Tomato,Uniform,136068.0
1,846.0,3.0,PH,1 Tomato,Uniform,136068.0
2,29275.0,3.0,PH,1 Tomato,Uniform,136068.0
3,0.0,3.0,PH,1 Tomato,Uniform,136068.0
4,52.0,3.0,PH,1 Tomato,Uniform,136068.0
5,40.0,3.0,PH,1 Tomato,Uniform,136068.0
6,105326.0,3.0,PH,1 Tomato,Uniform,136068.0
7,29134.0,3.0,PH,1 Tomato,Uniform,136068.0
8,154.0,3.0,PH,1 Tomato,Uniform,136068.0
9,53.0,3.0,PH,1 Tomato,Uniform,136068.0
10,49083.0,3.0,PH,1 Tomato,Uniform,136068.0
11,38047.0,3.0,PH,1 Tomato,Uniform,136068.0
12,43.0,3.0,PH,1 Tomato,Uniform,136068.0
13,29309.0,3.0,PH,1 Tomato,Uniform,136068.0
14,12.0,3.0,PH,1 Tomato,Uniform,136068.0
15,0.0,3.0,PH,1 Tomato,Uniform,136068.0
16,61.0,3.0,PH,1 Tomato,Uniform,136068.0
17,10435.0,3.0,PH,1 Tomato,Uniform,136068.0
18,17827.0,3.0,PH,1 Tomato,Uniform,136068.0
19,2.0,3.0,PH,1 Tomato,Uniform,136068.0
20,1130.0,3.0,PH,1 Tomato,Uniform,136068.0
21,0.0,3.0,PH,1 Tomato,Uniform,136068.0
22,136068.0,3.0,PH,1 Tomato,Uniform,136068.0
23,0.0,3.0,PH,1 Tomato,Uniform,136068.0
24,0.0,3.0,PH,1 Tomato,Uniform,136068.0
25,56.0,3.0,PH,1 Tomato,Uniform,136068.0
26,48880.0,3.0,PH,1 Tomato,Uniform,136068.0
27,13523.0,3.0,PH,1 Tomato,Uniform,136068.0
28,5.0,3.0,PH,1 Tomato,Uniform,136068.0
29,2.0,3.0,PH,1 Tomato,Uniform,136068.0
30,48813.0,3.0,PH,1 Tomato,Uniform,136068.0
31,17679.0,3.0,PH,1 Tomato,Uniform,136068.0
32,10512.0,3.0,PH,1 Tomato,Uniform,136068.0
33,15.0,3.0,PH,1 Tomato,Uniform,136068.0
34,5.0,3.0,PH,1 Tomato,Uniform,136068.0
35,2489.0,3.0,PH,1 Tomato,Uniform,136068.0
36,4.0,3.0,PH,1 Tomato,Uniform,136068.0
37,0.0,3.0,PH,1 Tomato,Uniform,136068.0
38,24.0,3.0,PH,1 Tomato,Uniform,136068.0
39,81783.0,3.0,PH,1 Tomato,Uniform,136068.0
40,48930.0,3.0,PH,1 Tomato,Uniform,136068.0
41,136068.0,3.0,PH,1 Tomato,Uniform,136068.0
42,23.0,3.0,PH,1 Tomato,Uniform,136068.0
43,0.0,3.0,PH,1 Tomato,Uniform,136068.0
44,0.0,3.0,PH,1 Tomato,Uniform,136068.0
45,0.0,3.0,PH,1 Tomato,Uniform,136068.0
46,0.0,3.0,PH,1 Tomato,Uniform,136068.0
47,4020.0,3.0,PH,1 Tomato,Uniform,136068.0
48,3080.0,3.0,PH,1 Tomato,Uniform,136068.0
49,541.0,3.0,PH,1 Tomato,Uniform,136068.0
0,11631.0,1.0,PH,1 Tomato,Uniform,160408.0
1,0.0,1.0,PH,1 Tomato,Uniform,160408.0
2,0.0,1.0,PH,1 Tomato,Uniform,160408.0
3,0.0,1.0,PH,1 Tomato,Uniform,160408.0
4,0.0,1.0,PH,1 Tomato,Uniform,160408.0
5,4246.0,1.0,PH,1 Tomato,Uniform,160408.0
6,0.0,1.0,PH,1 Tomato,Uniform,160408.0
